x,y
1.1696476939473965,2.262265417877156
1.544996013366824,0.7455786554494858
0.9992874035180223,1.9757184242542731
0.9887433577980044,1.6515210127073825
1.5319002879326697,1.0438797566759281
3.000760862527728,1.9437433156226078
0.08240018933967508,1.6305180203385994
1.0367494746621284,2.0967033343573567
0.9452354830971096,1.4196844909731707
1.85349109528632,2.1060286359190847
0.6597925150609567,1.265849134911336
1.1675382821873308,1.0426695371984018
2.735817968196768,1.783487197672669
0.6173812319654685,2.142503362938343
2.985509337908843,2.2227256823858026
0.43644102383219074,1.161036148993624
2.3868378044306358,1.0046313740668535
1.8106735997023597,2.0422438374005356
0.851148669895342,1.45833225075674
-0.7688871380483508,0.7829286510659972
1.3232022940247878,0.6265517726246054
2.6426879127521445,0.49890103542755715
1.1919688593121114,1.591518404100264
2.5088913023462807,0.4948964941743925
2.3142146265084715,1.5071631427137109
0.8129439442664343,1.8234724319842894
1.639341786901429,1.0798481859888438
1.5488614594930132,1.2302804821967679
1.5794621416758736,1.9634914721647325
2.6102117713017465,0.6335291508212058
2.9931233622593867,0.13353854033424883
1.3937504334750916,1.9118220445392036
1.6966943074145229,1.0641103361255844
1.3543144247499073,1.154899345738817
1.0874446701390519,2.0947214679147175
1.749910840175533,1.0149632833175422
2.1297199128032753,1.7151096646136266
2.069003483187272,1.9407401893465286
0.9197034923545494,1.1078732718621214
2.0231055235862834,1.9272591858034254
1.4853688842250963,1.5821291683161474
2.3943654270518975,1.0859000278149191
1.8829681668190266,1.3584651432962742
1.3476231577409459,2.269143796391033
2.0777914442916208,2.069456745200447
2.41383516500803,1.5147026891429314
1.9773670799064746,1.2828132703845807
1.7269164467419094,1.4088998619426207
9.209714351000898,3.1750062099725778
4.109395394716788,1.1751283516531164
-1.3086276528309675,-0.7413672740813446
4.760295297232615,6.03799247100288
6.6652646996135765,6.633890284712862
-4.540702351220954,1.9107248752413035
-5.0790598397336915,2.7924621171797686
1.0644880219740323,8.203266924132796
-0.385359799166741,-4.126927737158306
-3.7121330871546263,6.184170107479556
3.891489013060177,-4.382037182035356
-4.654291102160041,5.21550610334592
-4.835791898172904,7.149760948645699
5.299875634503939,-4.698419509729604
-4.642596574636929,9.786233256018807
-0.01166726790207484,-0.06972564692974537
7.004793076120041,9.15597723814174
9.776017021165934,6.054050964143066
0.020153368494652213,-4.6639885328213
6.434350654838989,2.9344679957728808
0.7875521479516205,8.501670161515776
-4.2208402831015785,1.8820016686537464
-5.818341683721295,1.4985702719060203
-5.099147589090602,-4.098913339710849
-4.119580051566322,4.387364833857017
5.936718068246773,3.333900241554554
9.39476077559267,-0.0020707276207350134
-1.4286066194902283,7.8975860510313645
-2.422466583688758,9.411560631049781
-5.8055284049629385,9.518061227322224
-5.309441408790782,8.258289819169137
2.4432177453807977,9.887436737908805
-4.819254964233618,2.8616685504211326
9.508840569905583,2.369565506722381
4.0703782101642005,5.131979023753875
1.2726570362843717,4.040929281345015
3.349028990769604,8.418528167855824
-5.272857914536674,-1.5045889665243148
9.20658374522494,8.244220542254661
1.290508044571407,3.9221215648245877
